# Compact US allocation table (T-019, C17 known-signal priors; docs/07 §2.11, ADR-0008).
#
# Hand-compiled extract, not the full table. Primary sources: the FCC Table of Frequency
# Allocations, 47 CFR 2.106 (US Government work, public domain) as summarised by the FCC Online
# Table of Frequency Allocations chart (https://transition.fcc.gov/oet/spectrum/table/fcctable.pdf)
# and eCFR Title 47 (https://www.ecfr.gov/current/title-47); NTIA Spectrum Compendium band sheets
# (https://www.ntia.gov/page/spectrum-compendium) for the RNSS/GNSS bands; 47 CFR 15.247 and Part
# 18 for the ISM bands; 47 CFR Part 90 Subpart S for the 800 MHz public-safety/SMR band; FCC band
# plan documents for the 700 MHz commercial/public-safety split
# (https://www.fcc.gov/sites/default/files/wireless/auctions/data/bandplans/700band.pdf). Band
# edges were checked against these sources on 2026-09-13 (T-019) where noted `unverified=false`.
#
# T-019 follow-up (2026-09-13): the amateur sub-band rows were individually re-checked against
# 47 CFR 97.301 (band edges; via Cornell LII mirror https://www.law.cornell.edu/cfr/text/47/97.301,
# eCFR blocks automated fetches) and against 47 CFR 2.106's federal/non-federal and primary/
# secondary columns (via NTIA Spectrum Compendium band sheets and the IARU "Amateur and
# Amateur-satellite Service Spectrum" summary, https://www.iaru.org/wp-content/uploads/2020/01/
# Amateur-Services-Spectrum-2020_.pdf, since eCFR/NTIA PDFs render as images/could not be fetched
# directly this session). Corrections made: `amateur-30m` (10.1-10.15 MHz) is the sole HF amateur
# allocation that is secondary, not primary — fixed service is primary there (US247/US340);
# `amateur-70cm` (420-450 MHz) has amateur secondary to primary federal radiolocation (US270), not
# co-primary; `amateur-23cm` (1240-1300 MHz) has radionavigation-satellite as primary (co-primary
# with radiolocation), not secondary, with amateur secondary to both; `ism-433-part15`
# (433.05-434.79 MHz) inherits the same federal/non-federal "shared" status and primary/secondary
# split as the parent 420-450 MHz allocation it sits inside, rather than "non-federal" — see the
# `ism-433-part15` row note below for its band-edge caveat. `amateur-20m`/`17m`/`15m`/`12m`/`10m`/
# `6m`/`1-25m` (222-225 MHz) were re-checked and are unchanged: exclusively non-federal amateur,
# primary, with no other allocated service.
#
# Row note — `ism-433-part15`: 433.05-434.79 MHz is not itself a 47 CFR 2.106 table entry; it is
# the European ETSI EN 300 220 harmonised SRD band (hence the `ism-eu-band` tag), commonly used by
# imported Part 15 devices operating in the US under the general 47 CFR 15.231 "periodic
# operation... above 70 MHz" authority (or, for the narrower 433.5-434.5 MHz sub-range, 47 CFR
# 15.240's container-ID-tag rule). The row's `federal`/`primary_services`/`secondary_services` are
# now verified against the *underlying* 420-450 MHz allocation it lies inside; the exact band edges
# remain a documented Part-15/common-usage convention rather than a distinct CFR allocation.
#
#
# T-979 (2026-09-25): UHF television, 470-608 MHz (US channels 14-36), added after an explorer
# window over that band read "no allocation data" for every row while 13 ATSC 8VSB pilots sat in
# it. Sources: 47 CFR 2.106 (the 470-608 MHz band is allocated to BROADCASTING, non-federal, with
# fixed and mobile in the federal column only under US footnotes); 47 CFR 73.603(a) and 73.699
# Figure 1 for the 6 MHz channel raster (channel 14 = 470-476 MHz ... channel 36 = 602-608 MHz);
# 47 CFR 90.303 and US footnote NG66 for the shared land-mobile use of channels 14-20 (470-512
# MHz, "T-band") in eleven urbanised areas, San Francisco-Oakland among them; 47 CFR Part 74
# Subpart H (74.801-74.882) for low power auxiliary stations - wireless microphones, cue and
# control, synchronisation - which operate on a SECONDARY, non-interference basis in the TV
# broadcast bands and hold no allocation of their own. Channel 37 (608-614 MHz) is included as
# neighbouring context: 47 CFR 2.106 allocates it to RADIO ASTRONOMY (and 47 CFR 95 Subpart H to
# WMTS medical telemetry), which is why the band stops at 608 MHz. Channels 38-51 (614-698 MHz)
# were reallocated to the 600 MHz band by the 2017 incentive-auction repack and are NOT television
# any more; they are out of this row set. Checked against the eCFR (https://www.ecfr.gov/current/
# title-47) and the FCC Online Table of Frequency Allocations chart on 2026-09-25.
#
# These rows are priors that EXPLAIN. An 8VSB emission is recognised blind from its own shape and
# pilot (`hk_estimate::atsc`); the rows here only say what service is expected where, and a
# measured channel off the 6 MHz grid is flagged, never snapped to it.
# This is a lookup table for priors, not a legal reference: allocation != assignment != actual use
# (docs/04 §1.1). Coverage is deliberately partial — the bands named in the T-019 task brief plus
# enough neighbouring context for sane interval lookups, not the whole CFR table.
#
# T-953 (2026-09-25): the 929-932 MHz paging rows. The explorer found FLEX/FSK pager bursts at
# 929-932 MHz with `explanations: []` — not a wrong suggestion, but no band-plan row at all,
# because the compact table jumped from `cellular-850-dl` (ends 894 MHz) to
# `aero-radionav-960-1215` (starts 960 MHz). Sources (not individually re-checked against a primary
# source this session, hence `unverified=true`): 929-930 MHz is private/internal paging under 47
# CFR Part 90 Subpart P (§90.494 "Paging operations in the 929-930 MHz band"); 930-931 MHz is
# Narrowband PCS (47 CFR Part 24 Subpart D); 931-932 MHz is common-carrier paging in the Paging and
# Radiotelephone Service, 47 CFR Part 22 Subpart E. All three carry the `paging` tag except
# Narrowband PCS's own service, which is tagged both because narrowband PCS carries paging traffic.
# The underlying 47 CFR 2.106 allocation across 929-932 MHz is non-federal FIXED and MOBILE; the
# `paging` refinement is the FCC service-rule part, not the table's own service column.
#
# T-953: the `fhss` tag marks the three bands where 47 CFR 15.247 expressly authorises frequency
# hopping (902-928, 2400-2483.5, 5725-5850 MHz). It is what a *measured* hop set is matched
# against; hopping is a behaviour, not an allocated service, so `fhss` is never an allocation-only
# suggestion — it appears only when the tracker linked dwells across channels.
#
# Columns:
#   id                 stable slug; used to build an emitter's prior_ref as
#                      "us-47cfr2106-compact:<id>"
#   f_lo_hz, f_hi_hz   band edges in Hz, closed interval [lo, hi] (same convention as
#                      hk_model::FreqRange)
#   region             allocation-table region; only "us" is loaded today (Region::Us)
#   federal            "federal" | "non-federal" | "shared" — simplified from the CFR
#                      government/non-government columns
#   primary_services   semicolon-separated kebab-case ITU/CFR service slugs allocated primary
#                      (may be empty)
#   secondary_services semicolon-separated kebab-case service slugs allocated secondary (may be
#                      empty)
#   tags               semicolon-separated free-form use tags consumed by the family matcher
#                      (known_status.rs), e.g. fm-broadcast, adsb, part15, ism, amateur
#   unverified         "true" if the row was not individually re-checked against a primary source
#                      during T-019; "false" otherwise
id,f_lo_hz,f_hi_hz,region,federal,primary_services,secondary_services,tags,unverified
fm-broadcast,88000000,108000000,us,non-federal,broadcasting,,fm-broadcast,false
aviation-vor-ils,108000000,117975000,us,shared,aeronautical-radionavigation,,aviation;vor;ils,false
aviation-vhf-comm,117975000,137000000,us,non-federal,aeronautical-mobile-r,,aviation;vhf-am,false
noaa-apt-137,137000000,138000000,us,federal,meteorological-satellite,fixed;mobile,noaa-apt;weather-satellite,false
amateur-160m,1800000,2000000,us,non-federal,amateur,,amateur;hf,false
amateur-80m,3500000,4000000,us,non-federal,amateur,,amateur;hf,false
amateur-40m,7000000,7300000,us,non-federal,amateur,,amateur;hf,false
amateur-30m,10100000,10150000,us,non-federal,fixed,amateur,amateur;hf,false
amateur-20m,14000000,14350000,us,non-federal,amateur,,amateur;hf,false
amateur-17m,18068000,18168000,us,non-federal,amateur,,amateur;hf,false
amateur-15m,21000000,21450000,us,non-federal,amateur,,amateur;hf,false
amateur-12m,24890000,24990000,us,non-federal,amateur,,amateur;hf,false
amateur-10m,28000000,29700000,us,non-federal,amateur,,amateur;hf,false
amateur-6m,50000000,54000000,us,non-federal,amateur,,amateur;vhf,false
amateur-2m,144000000,148000000,us,non-federal,amateur,,amateur;vhf,false
amateur-1-25m,222000000,225000000,us,non-federal,amateur,,amateur;vhf,false
amateur-70cm,420000000,450000000,us,shared,radiolocation,amateur,amateur;uhf,false
ism-433-part15,433050000,434790000,us,shared,radiolocation,amateur,part15;short-range-device;ism-eu-band,false
ism-902,902000000,928000000,us,shared,radiolocation;amateur,,ism;part15;33cm;fhss,false
amateur-23cm,1240000000,1300000000,us,shared,radiolocation;radionavigation-satellite,amateur,amateur;uhf,false
aero-radionav-960-1215,960000000,1215000000,us,shared,aeronautical-radionavigation,radionavigation-satellite,adsb;dme;tacan,false
gnss-l5,1164000000,1215000000,us,shared,aeronautical-radionavigation;radionavigation-satellite,,gnss;l5;galileo-e5,false
gnss-l2,1215000000,1240000000,us,shared,radionavigation-satellite,radiolocation,gnss;l2;l2c,false
gnss-l1,1559000000,1610000000,us,shared,aeronautical-radionavigation;radionavigation-satellite,,gnss;l1;galileo-e1;glonass-g1,false
maritime-vhf,156000000,162025000,us,non-federal,maritime-mobile,,maritime;vhf;ais,false
noaa-wx,162400000,162550000,us,federal,fixed;mobile,,noaa-wx;weather,false
ism-2400,2400000000,2483500000,us,shared,fixed;mobile;radiolocation,amateur,ism;part15;wifi;bluetooth;fhss,false
ism-5800,5725000000,5875000000,us,shared,radiolocation,amateur,ism;part15;wifi-5g8;fhss,false
cellular-700-ul,698000000,722000000,us,non-federal,mobile,,cellular;lte-700,false
cellular-700-dl,728000000,746000000,us,non-federal,mobile,,cellular;lte-700,false
public-safety-700-a,758000000,775000000,us,non-federal,mobile,,public-safety;700mhz;p25;firstnet,false
public-safety-700-b,788000000,805000000,us,non-federal,mobile,,public-safety;700mhz;p25;firstnet,false
public-safety-800-a,806000000,824000000,us,non-federal,mobile,,public-safety;800mhz;smr,false
public-safety-800-b,851000000,869000000,us,non-federal,mobile,,public-safety;800mhz;smr,false
cellular-850-ul,824000000,849000000,us,non-federal,mobile,,cellular;lte-band5,false
cellular-850-dl,869000000,894000000,us,non-federal,mobile,,cellular;lte-band5,false
paging-929,929000000,930000000,us,non-federal,mobile,,paging;private-paging;part90,true
npcs-930,930000000,931000000,us,non-federal,mobile,,narrowband-pcs;paging;part24,true
paging-931,931000000,932000000,us,non-federal,mobile,,paging;common-carrier-paging;part22,true
aws-ul,1710000000,1755000000,us,non-federal,fixed;mobile,,cellular;aws;lte-band4,false
aws-dl,2110000000,2155000000,us,non-federal,fixed;mobile,,cellular;aws;lte-band4,false
pcs-ul,1850000000,1910000000,us,non-federal,fixed;mobile,,cellular;pcs;lte-band2,false
pcs-dl,1930000000,1990000000,us,non-federal,fixed;mobile,,cellular;pcs;lte-band2,false
tv-broadcast-uhf,470000000,608000000,us,non-federal,broadcasting,,tv-broadcast;atsc;dtv;uhf-tv,false
t-band-land-mobile,470000000,512000000,us,non-federal,broadcasting;land-mobile,,land-mobile;public-safety;t-band;tv-broadcast,false
part74-low-power-aux,470000000,608000000,us,non-federal,broadcasting,land-mobile,wireless-mic;part74;low-power-auxiliary;tv-broadcast,false
radio-astronomy-608,608000000,614000000,us,shared,radio-astronomy,,radio-astronomy;wmts;tv-channel-37,false
